"BACT_628","Helicobacter hepaticus ATCC 51449"
"VIRL_1218","Discula destructiva virus 2 segment 2"
"VIRL_2986","Dobrava virus segment M"
"VIRL_2987","Dobrava virus segment S"
"VIRL_2985","Dobrava-Belgrade virus strain DOBV/Ano-Poroia/Afl9/1999"
"VIRL_89","Dolichos yellow mosaic virus"
"VIRL_2089","Dolphin morbillivirus"
"VIRL_1558","Dracaena mottle virus"
"VIRL_790","Drosophila A virus"
"VIRL_390","Drosophila C virus"
"VIRL_1366","Drosophila melanogaster sigma virus AP30"
"VIRL_809","Drosophila melanogaster totivirus SW-2009a"
"VIRL_3629","Drosophila x virus segment A"
"VIRL_3631","Drosophila x virus segment B"
"VIRL_2372","Duck adenovirus A"
"VIRL_1356","Duck adenovirus A"
"VIRL_2674","Duck astrovirus C-NGB"
"VIRL_899","Duck circovirus"
"VIRL_476","Duck enteritis virus"
"VIRL_984","Duck hepatitis A virus"
"VIRL_3492","Duck hepatitis B virus"
"VIRL_2809","Duck hepatitis virus AP"
"VIRL_2160","Dugbe virus segment L"
"VIRL_2161","Dugbe virus segment M"
"VIRL_3113","Dugbe virus segment S"
"VIRL_970","Dulcamara mottle virus"
"VIRL_3046","East African cassava mosaic Cameroon virus DNA A"
"VIRL_3042","East African cassava mosaic Cameroon virus DNA B"
"VIRL_2745","East African cassava mosaic Kenya virus DNA A"
"VIRL_2744","East African cassava mosaic Kenya virus DNA B"
"VIRL_3030","East African cassava mosaic virus DNA A"
"VIRL_3029","East African cassava mosaic virus DNA B"
"VIRL_3033","East African cassava mosaic Zanzibar virus DNA B"
"VIRL_912","East African cassava mosaic Zanzibar virus DNA-A"
"VIRL_1958","East Asian Passiflora virus"
"VIRL_3140","Eastern equine encephalitis virus"
"VIRL_1892","Ecotropis obliqua NPV"
"VIRL_2441","Ectocarpus siliculosus virus 1"
"VIRL_663","Ectromelia virus"
"VIRL_750","Ectropis obliqua picorna-like virus"
"VIRL_2393","Eggplant mosaic virus"
"VIRL_1244","Eimeria brunetti RNA virus 1"
"VIRL_2281","Elm mottle virus RNA 1"
"VIRL_2282","Elm mottle virus RNA 2"
"VIRL_3242","Elm mottle virus RNA 3"
"VIRL_863","Emilia yellow vein virus-[Fz1]"
"VIRL_1418","Emilia yellow vein virus-associated DNA beta"
"VIRL_3545","Emiliania huxleyi virus 86"
"VIRL_222","Encephalomyocarditis virus"
"VIRL_2838","Entebbe bat virus"
"VIRL_2511","Enterobacteria phage 13a"
"VIRL_2629","Enterobacteria phage 933W"
"VIRL_2640","Enterobacteria phage alpha3"
"VIRL_2515","Enterobacteria phage BA14"
"VIRL_2594","Enterobacteria phage BP-4795"
"VIRL_2513","Enterobacteria phage EcoDS1"
"VIRL_414","Enterobacteria phage EPS7"
"VIRL_2595","Enterobacteria phage epsilon15"
"VIRL_1448","Enterobacteria phage ES18"
"VIRL_2586","Enterobacteria phage Felix 01"
"VIRL_2521","Enterobacteria phage Fels-2"
"VIRL_2604","Enterobacteria phage FI"
"VIRL_2637","Enterobacteria phage G4"
"VIRL_2634","Enterobacteria phage GA"
"VIRL_1528","Enterobacteria phage HK022"
"VIRL_1515","Enterobacteria phage HK620"
"VIRL_1527","Enterobacteria phage HK97"
"VIRL_743","Enterobacteria phage I2-2"
"VIRL_2557","Enterobacteria phage ID18"
"VIRL_2559","Enterobacteria phage ID2 Moscow/ID/2001"
"VIRL_697","Enterobacteria phage If1"
"VIRL_736","Enterobacteria phage Ike"
"VIRL_198","Enterobacteria phage IME08"
"VIRL_2018","Enterobacteria phage JK06"
"VIRL_488","Enterobacteria phage JS10"
"VIRL_551","Enterobacteria phage JS98"
"VIRL_489","Enterobacteria phage JSE"
"VIRL_2554","Enterobacteria phage K1-5"
"VIRL_2562","Enterobacteria phage K1E"
"VIRL_2563","Enterobacteria phage K1F"
"VIRL_2496","Enterobacteria phage lambda"
"VIRL_2619","Enterobacteria phage M13"
"VIRL_460","Enterobacteria phage Min27"
"VIRL_1530","Enterobacteria phage Mu"
"VIRL_1533","Enterobacteria phage N15"
"VIRL_2542","Enterobacteria phage N4"
"VIRL_2960","Enterobacteria phage P1"
"VIRL_698","Enterobacteria phage P2"
"VIRL_2625","Enterobacteria phage P22 virus"
"VIRL_2481","Enterobacteria phage P4"
"VIRL_558","Enterobacteria phage Phi1"
"VIRL_3616","Enterobacteria phage phiEco32"
"VIRL_3661","Enterobacteria phage phiEcoM-GJ1"
"VIRL_2314","Enterobacteria phage phiP27"
"VIRL_2635","Enterobacteria phage phiX174"
"VIRL_2636","Enterobacteria phage PRD1"
"VIRL_642","Enterobacteria phage PsP3"
"VIRL_2630","Enterobacteria phage Qbeta"
"VIRL_495","Enterobacteria phage RB14"
"VIRL_65","Enterobacteria phage RB16"
"VIRL_579","Enterobacteria phage RB32"
"VIRL_616","Enterobacteria phage RB43"
"VIRL_651","Enterobacteria phage RB49"
"VIRL_496","Enterobacteria phage RB51"
"VIRL_652","Enterobacteria phage RB69"
"VIRL_1977","Enterobacteria phage RTP"
"VIRL_1462","Enterobacteria phage Sf6"
"VIRL_2612","Enterobacteria phage SfV"
"VIRL_2592","Enterobacteria phage SP6"
"VIRL_2676","Enterobacteria phage SSL-2009a"
"VIRL_478","Enterobacteria phage St-1"
"VIRL_2581","Enterobacteria phage ST104"
"VIRL_1481","Enterobacteria phage ST64T"
"VIRL_1458","Enterobacteria phage T1"
"VIRL_2618","Enterobacteria phage T3"
"VIRL_693","Enterobacteria phage T4"
"VIRL_2959","Enterobacteria phage T5"
"VIRL_713","Enterobacteria phage T7"
"VIRL_2815","Enterobacteria phage TLS"
"VIRL_2458","Enterobacteria phage VT2-Sakai"
"VIRL_2558","Enterobacteria phage WA13"
"VIRL_481","Enterobacteria phage WV8"
"VIRL_517","Enterobacteria phage YYZ-2008"
"VIRL_2638","Enterobacterio phage MS2"
"VIRL_2675","Enterococcus phage EFAP-1"
"VIRL_938","Enterococcus phage phiEf11"
"VIRL_1432","Enterococcus phage phiEF24C"
"VIRL_798","Enterococcus phage phiFL1A"
"VIRL_800","Enterococcus phage phiFL2A"
"VIRL_797","Enterococcus phage phiFL3A"
"VIRL_799","Enterococcus phage phiFL4A"
"VIRL_1143","Enzootic nasal tumour virus of goats"
"VIRL_3118","Epinephelus tauvina nervous necrosis virus RNA 1"
"VIRL_3119","Epinephelus tauvina nervous necrosis virus RNA 2"
"VIRL_761","Epiphyas postvittana NPV"
"VIRL_936","Epirus cherry virus"
"VIRL_934","Epirus cherry virus"
"VIRL_935","Epirus cherry virus"
"VIRL_190","Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 1"
"VIRL_181","Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 10"
"VIRL_189","Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 2"
"VIRL_188","Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 3"
"VIRL_187","Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 4"
"VIRL_186","Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 5"
"VIRL_185","Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 6"
"VIRL_184","Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 7"
"VIRL_183","Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 8"
"VIRL_182","Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 9"
"VIRL_395","Equid herpesvirus 1"
"VIRL_709","Equid herpesvirus 2"
"VIRL_389","Equid herpesvirus 4"
"VIRL_334","Equid herpesvirus 9"
"VIRL_3355","Equine arteritis virus"
"VIRL_1654","Equine coronavirus"
"VIRL_2349","Equine foamy virus"
"VIRL_765","Equine infectious anemia virus"
"VIRL_499","Equine papillomavirus 2"
"VIRL_3138","Equine rhinitis A virus"
"VIRL_2186","Equine rhinitis B virus 1"
"VIRL_373","Equine rhinitis B virus 2"
"VIRL_662","Equinus papillomavirus"
"VIRL_672","Equus caballus papillomavirus - 1"
"VIRL_825","Eragrostis curvula streak virus"
"VIRL_862","Eragrostis streak virus"
"VIRL_875","Erectites yellow mosaic virus DNA-A"
"VIRL_1700","Erectites yellow mosaic virus satellite DNA beta"
"VIRL_223","Erethizon dorsatum papillomavirus type 1"
"VIRL_505","Erinaceus europaeus papillomavirus"
"VIRL_2541","Erwinia amylovora phage Era103"
"VIRL_503","Erwinia phage phiEa21-4"
"VIRL_386","Erysimum latent virus"
"VIRL_197","Escherichia phage D108"
"VIRL_598","Escherichia phage phiV10"
"VIRL_2514","Escherichia phage rv5"
"VIRL_1629","Eupatorium vein clearing virus"
"VIRL_3254","Eupatorium yellow vein virus"
"VIRL_3060","Eupatorium yellow vein virus-associated DNA beta"
"VIRL_2972","Euphorbia leaf curl virus DNA A"
"VIRL_2848","Euphorbia mosaic virus-Yucatan Peninsula DNA A"
"VIRL_2847","Euphorbia mosaic virus-Yucatan Peninsula DNA B"
"VIRL_2644","Euphorbia yellow mosaic virus DNA A"
"VIRL_2643","Euphorbia yellow mosaic virus DNA B"
"VIRL_1538","Euproctis pseudoconspersa nucleopolyhedrovirus"
"VIRL_1234","Euprosterna elaeasa virus"
"VIRL_2818","European bat lyssavirus 1"
"VIRL_2817","European bat lyssavirus 2"
"VIRL_1517","European brown hare syndrome virus"
"VIRL_726","European elk papillomavirus"
"VIRL_1010","European mountain ash ringspot-associated virus RNA 1"
"VIRL_1006","European mountain ash ringspot-associated virus RNA 2"
"VIRL_1004","European mountain ash ringspot-associated virus RNA 3"
"VIRL_1005","European mountain ash ringspot-associated virus RNA 4"
"VIRL_1221","Eyach virus segment 1"
"VIRL_2235","Eyach virus segment 10"
"VIRL_2234","Eyach virus segment 11"
"VIRL_2233","Eyach virus segment 12"
"VIRL_2242","Eyach virus segment 2"
"VIRL_2241","Eyach virus segment 3"
"VIRL_2240","Eyach virus segment 4"
"VIRL_2239","Eyach virus segment 5"
"VIRL_2238","Eyach virus segment 6"
"VIRL_2237","Eyach virus segment 7"
"VIRL_2236","Eyach virus segment 8"
"VIRL_1220","Eyach virus segment 9"
"VIRL_1378","Faba bean necrotic stunt virus DNA C"
"VIRL_1377","Faba bean necrotic stunt virus DNA M"
"VIRL_1376","Faba bean necrotic stunt virus DNA N"
"VIRL_1380","Faba bean necrotic stunt virus DNA R"
"VIRL_1379","Faba bean necrotic stunt virus DNA S"
"VIRL_1375","Faba bean necrotic stunt virus DNA U1"
"VIRL_1374","Faba bean necrotic stunt virus DNA U2"
"VIRL_1373","Faba bean necrotic stunt virus DNA U4"
"VIRL_3249","Faba bean necrotic yellows virus"
"VIRL_3246","Faba bean necrotic yellows virus"
"VIRL_3252","Faba bean necrotic yellows virus DNA 1"
"VIRL_3251","Faba bean necrotic yellows virus DNA 10"
"VIRL_3250","Faba bean necrotic yellows virus DNA 2"
"VIRL_3248","Faba bean necrotic yellows virus DNA 4"
"VIRL_3247","Faba bean necrotic yellows virus DNA 5"
"VIRL_3245","Faba bean necrotic yellows virus DNA 7"
"VIRL_3244","Faba bean necrotic yellows virus DNA 8"
"VIRL_3243","Faba bean necrotic yellows virus DNA 9"
"VIRL_1288","Feldmannia species virus"
"VIRL_1000","Felid herpesvirus 1"
"VIRL_3465","Feline calicivirus"
"VIRL_1054","Feline coronavirus"
"VIRL_123","Feline coronavirus RM"
"VIRL_112","Feline coronavirus UU10"
"VIRL_115","Feline coronavirus UU11"
"VIRL_114","Feline coronavirus UU15"
"VIRL_113","Feline coronavirus UU16"
"VIRL_120","Feline coronavirus UU2"
"VIRL_806","Feline coronavirus UU22"
"VIRL_805","Feline coronavirus UU23"
"VIRL_119","Feline coronavirus UU3"
"VIRL_122","Feline coronavirus UU4"
"VIRL_121","Feline coronavirus UU5"
"VIRL_94","Feline coronavirus UU7"
"VIRL_93","Feline coronavirus UU8"
"VIRL_111","Feline coronavirus UU9"
"VIRL_2741","Feline foamy virus"
"VIRL_1401","Feline immunodeficiency virus"
"VIRL_3392","Feline leukemia virus"
"VIRL_1187","Felis domesticus papillomavirus type 1"
"VIRL_170","Fenneropenaeus chinensis hepatopancreatic densovirus"
"VIRL_2099","Fer-de-lance virus"
"VIRL_2283","Figwort mosaic virus"
"VIRL_1165","Fiji disease virus chromosome segment 4"
"VIRL_1162","Fiji disease virus segment 1"
"VIRL_1160","Fiji disease virus segment 10"
"VIRL_1166","Fiji disease virus segment 2"
"VIRL_1163","Fiji disease virus segment 3"
"VIRL_1161","Fiji disease virus segment 5"
"VIRL_1164","Fiji disease virus segment 6"
"VIRL_1025","Fiji disease virus segment 7"
"VIRL_971","Fiji disease virus segment 8"
"VIRL_2025","Fiji disease virus segment 9"
"VIRL_3667","Finch circovirus"
"VIRL_594","Finch polyomavirus"
"VIRL_14","Flavobacterium phage 11b"
"VIRL_3594","Flexal virus segment L"
"VIRL_2764","Flexal virus segment S"
"VIRL_3116","Flock house virus RNA 1"
"VIRL_3117","Flock house virus RNA 2"
"VIRL_1127","Foot-and-mouth disease virus - type A"
"VIRL_1185","Foot-and-mouth disease virus - type Asia 1"
"VIRL_1250","Foot-and-mouth disease virus - type C"
"VIRL_1209","Foot-and-mouth disease virus - type O"
"VIRL_1126","Foot-and-mouth disease virus - type SAT 1"
"VIRL_1145","Foot-and-mouth disease virus - type SAT 2"
"VIRL_1061","Foot-and-mouth disease virus - type SAT 3"
"VIRL_1026","Fort Morgan virus"
"VIRL_1351","Fowl adenovirus A"
"VIRL_2477","Fowl adenovirus A"
"VIRL_2459","Fowl adenovirus D"
"VIRL_1352","Fowl adenovirus D"
"VIRL_688","Fowlpox virus"
"VIRL_3464","Foxtail mosaic virus"
"VIRL_982","Fragaria chiloensis cryptic virus RNA 1"
"VIRL_3658","Fragaria chiloensis cryptic virus RNA 2"
"VIRL_3659","Fragaria chiloensis cryptic virus RNA 3"
"VIRL_1096","Fragaria chiloensis latent virus RNA 1"
"VIRL_1095","Fragaria chiloensis latent virus RNA 2"
"VIRL_2054","Fragaria chiloensis latent virus RNA 3"
"VIRL_472","Francolinus leucoscepus papillomavirus 1"
"VIRL_237","Freesia mosaic virus"
"VIRL_3488","Friend murine leukemia virus"
"VIRL_667","Fringilla coelebs papillomavirus"
"VIRL_1614","Fritillary virus Y"
"VIRL_329","Frog adenovirus 1"
"VIRL_2954","Frog virus 3"
"VIRL_1286","Fujinami sarcoma virus"
"VIRL_1386","Fusarium graminearum dsRNA mycovirus-1"
"VIRL_943","Fusarium graminearum dsRNA mycovirus-3"
"VIRL_942","Fusarium graminearum dsRNA mycovirus-4 dsRNA1"
"VIRL_941","Fusarium graminearum dsRNA mycovirus-4 dsRNA2"
"VIRL_792","Fusarium poae virus 1 RNA 1"
"VIRL_791","Fusarium poae virus 1 RNA 2"
"VIRL_2371","Galinsoga mosaic virus"
"VIRL_2423","Galleria mellonella densovirus"
"VIRL_341","Gallid herpesvirus 1"
"VIRL_382","Gallid herpesvirus 2"
"VIRL_379","Gallid herpesvirus 3"
"VIRL_53","Gammapapillomavirus HPV127"
"VIRL_3253","Garlic latent virus"
"VIRL_2725","Garlic virus A"
"VIRL_2724","Garlic virus C"
"VIRL_2180","Garlic virus E"
"VIRL_3420","Garlic virus X"
"VIRL_1589","Gayfeather mild mottle virus RNA 1"
"VIRL_1588","Gayfeather mild mottle virus RNA 2"
"VIRL_1587","Gayfeather mild mottle virus RNA 3"
"VIRL_3429","GB virus C/Hepatitis G virus"
"VIRL_1382","Geobacillus phage GBSV1"
"VIRL_3590","Geobacillus virus E2"
"VIRL_1097","Getah virus"
"VIRL_3255","Giardia lamblia virus"
"VIRL_3408","Gibbon ape leukemia virus"
"VIRL_756","Gill-associated virus"
"VIRL_1649","Glossina pallidipes salivary gland hypertrophy virus"
"VIRL_1871","Glypta fumiferanae ichnovirus segment A1"
"VIRL_1862","Glypta fumiferanae ichnovirus segment A10"
"VIRL_1870","Glypta fumiferanae ichnovirus segment A2"
"VIRL_1869","Glypta fumiferanae ichnovirus segment A3"
"VIRL_1868","Glypta fumiferanae ichnovirus segment A4"
"VIRL_1867","Glypta fumiferanae ichnovirus segment A5"
"VIRL_1866","Glypta fumiferanae ichnovirus segment A6"
"VIRL_1865","Glypta fumiferanae ichnovirus segment A7"
"VIRL_1864","Glypta fumiferanae ichnovirus segment A8"
"VIRL_1863","Glypta fumiferanae ichnovirus segment A9"
"VIRL_1861","Glypta fumiferanae ichnovirus segment B1"
"VIRL_1853","Glypta fumiferanae ichnovirus segment B10"
"VIRL_1852","Glypta fumiferanae ichnovirus segment B11"
"VIRL_1851","Glypta fumiferanae ichnovirus segment B12"
"VIRL_1850","Glypta fumiferanae ichnovirus segment B13"
"VIRL_1849","Glypta fumiferanae ichnovirus segment B14"
"VIRL_1848","Glypta fumiferanae ichnovirus segment B15"
"VIRL_1847","Glypta fumiferanae ichnovirus segment B16"
"VIRL_1846","Glypta fumiferanae ichnovirus segment B17"
"VIRL_1776","Glypta fumiferanae ichnovirus segment B18"
"VIRL_1845","Glypta fumiferanae ichnovirus segment B19"
"VIRL_1777","Glypta fumiferanae ichnovirus segment B2"
"VIRL_1844","Glypta fumiferanae ichnovirus segment B20"
"VIRL_1843","Glypta fumiferanae ichnovirus segment B21"
"VIRL_1842","Glypta fumiferanae ichnovirus segment B22"
"VIRL_1841","Glypta fumiferanae ichnovirus segment B23"
"VIRL_1840","Glypta fumiferanae ichnovirus segment B24"
"VIRL_1839","Glypta fumiferanae ichnovirus segment B25"
"VIRL_1838","Glypta fumiferanae ichnovirus segment B26"
"VIRL_1837","Glypta fumiferanae ichnovirus segment B27"
"VIRL_1836","Glypta fumiferanae ichnovirus segment B28"
"VIRL_1835","Glypta fumiferanae ichnovirus segment B29"
"VIRL_1860","Glypta fumiferanae ichnovirus segment B3"
"VIRL_1775","Glypta fumiferanae ichnovirus segment B30"
"VIRL_1834","Glypta fumiferanae ichnovirus segment B31"
"VIRL_1833","Glypta fumiferanae ichnovirus segment B32"
"VIRL_1832","Glypta fumiferanae ichnovirus segment B33"
"VIRL_1831","Glypta fumiferanae ichnovirus segment B34"
"VIRL_1830","Glypta fumiferanae ichnovirus segment B35"
"VIRL_1774","Glypta fumiferanae ichnovirus segment B36"
"VIRL_1829","Glypta fumiferanae ichnovirus segment B37"
"VIRL_1828","Glypta fumiferanae ichnovirus segment B38"
"VIRL_1827","Glypta fumiferanae ichnovirus segment B39"
"VIRL_1859","Glypta fumiferanae ichnovirus segment B4"
"VIRL_1826","Glypta fumiferanae ichnovirus segment B40"
"VIRL_1825","Glypta fumiferanae ichnovirus segment B41"
"VIRL_1824","Glypta fumiferanae ichnovirus segment B42"
"VIRL_1823","Glypta fumiferanae ichnovirus segment B43"
"VIRL_1822","Glypta fumiferanae ichnovirus segment B44"
"VIRL_1821","Glypta fumiferanae ichnovirus segment B45"
"VIRL_1820","Glypta fumiferanae ichnovirus segment B46"
"VIRL_1819","Glypta fumiferanae ichnovirus segment B47"
"VIRL_1773","Glypta fumiferanae ichnovirus segment B48"
"VIRL_1818","Glypta fumiferanae ichnovirus segment B49"
"VIRL_1858","Glypta fumiferanae ichnovirus segment B5"
"VIRL_1817","Glypta fumiferanae ichnovirus segment B50"
"VIRL_1816","Glypta fumiferanae ichnovirus segment B51"
"VIRL_1815","Glypta fumiferanae ichnovirus segment B52"
"VIRL_1814","Glypta fumiferanae ichnovirus segment B53"
"VIRL_1772","Glypta fumiferanae ichnovirus segment B54"
"VIRL_2836","Glypta fumiferanae ichnovirus segment B55"
"VIRL_1813","Glypta fumiferanae ichnovirus segment B56"
"VIRL_1812","Glypta fumiferanae ichnovirus segment B57"
"VIRL_1811","Glypta fumiferanae ichnovirus segment B58"
"VIRL_1810","Glypta fumiferanae ichnovirus segment B59"
"VIRL_1857","Glypta fumiferanae ichnovirus segment B6"
"VIRL_1809","Glypta fumiferanae ichnovirus segment B60"
"VIRL_1808","Glypta fumiferanae ichnovirus segment B61"
"VIRL_1807","Glypta fumiferanae ichnovirus segment B62"
"VIRL_1806","Glypta fumiferanae ichnovirus segment B63"
"VIRL_1805","Glypta fumiferanae ichnovirus segment B64"
"VIRL_1804","Glypta fumiferanae ichnovirus segment B65"
"VIRL_1856","Glypta fumiferanae ichnovirus segment B7"
"VIRL_1855","Glypta fumiferanae ichnovirus segment B8"
"VIRL_1854","Glypta fumiferanae ichnovirus segment B9"
"VIRL_1771","Glypta fumiferanae ichnovirus segment C1"
"VIRL_1797","Glypta fumiferanae ichnovirus segment C10"
"VIRL_1796","Glypta fumiferanae ichnovirus segment C11"
"VIRL_1795","Glypta fumiferanae ichnovirus segment C12"
"VIRL_1794","Glypta fumiferanae ichnovirus segment C13"
"VIRL_1793","Glypta fumiferanae ichnovirus segment C14"
"VIRL_1792","Glypta fumiferanae ichnovirus segment C15"
"VIRL_1791","Glypta fumiferanae ichnovirus segment C16"
"VIRL_1790","Glypta fumiferanae ichnovirus segment C17"
"VIRL_1789","Glypta fumiferanae ichnovirus segment C18"
"VIRL_1788","Glypta fumiferanae ichnovirus segment C19"
"VIRL_1803","Glypta fumiferanae ichnovirus segment C2"
"VIRL_1787","Glypta fumiferanae ichnovirus segment C20"
"VIRL_1786","Glypta fumiferanae ichnovirus segment C21"
"VIRL_1785","Glypta fumiferanae ichnovirus segment C22"
"VIRL_1802","Glypta fumiferanae ichnovirus segment C3"
"VIRL_1801","Glypta fumiferanae ichnovirus segment C4"
"VIRL_1800","Glypta fumiferanae ichnovirus segment C5"
"VIRL_1799","Glypta fumiferanae ichnovirus segment C6"
"VIRL_575","Glypta fumiferanae ichnovirus segment C7"
"VIRL_1770","Glypta fumiferanae ichnovirus segment C8"
"VIRL_1798","Glypta fumiferanae ichnovirus segment C9"
"VIRL_1784","Glypta fumiferanae ichnovirus segment D1"
"VIRL_1783","Glypta fumiferanae ichnovirus segment D2"
"VIRL_1782","Glypta fumiferanae ichnovirus segment D3"
"VIRL_1769","Glypta fumiferanae ichnovirus segment D4"
"VIRL_1781","Glypta fumiferanae ichnovirus segment D5"
"VIRL_1780","Glypta fumiferanae ichnovirus segment D6"
"VIRL_1779","Glypta fumiferanae ichnovirus segment D7"
"VIRL_1778","Glypta fumiferanae ichnovirus segment E1"
"VIRL_669","Goatpox virus Pellor"
"VIRL_3002","Golden shiner reovirus segment 1"
"VIRL_2993","Golden shiner reovirus segment 10"
"VIRL_2992","Golden shiner reovirus segment 11"
"VIRL_3001","Golden shiner reovirus segment 2"
"VIRL_3000","Golden shiner reovirus segment 3"
"VIRL_2999","Golden shiner reovirus segment 4"
"VIRL_2998","Golden shiner reovirus segment 5"
"VIRL_2997","Golden shiner reovirus segment 6"
"VIRL_2996","Golden shiner reovirus segment 7"
"VIRL_2995","Golden shiner reovirus segment 8"
"VIRL_2994","Golden shiner reovirus segment 9"
"VIRL_3317","Goose circovirus"
"VIRL_653","Goose hemorrhagic polyomavirus"
"VIRL_1184","Goose paramyxovirus SF02"
"VIRL_923","Goose parvovirus"
"VIRL_959","Gossypium darwinii symptomless alphasatellite DNA-alpha"
"VIRL_1596","Gossypium darwinii symptomless virus DNA-A"
"VIRL_961","Gossypium davidsonii symptomless alphasatellite DNA-alpha-B"
"VIRL_960","Gossypium mustilinum symptomless alphasatellite DNA-alpha-B"
"VIRL_830","Gossypium punctatum mild leaf curl virus DNA A"
"VIRL_1590","Gossypium punctatum mild leaf curl virus DNA B"
"VIRL_3521","Grapevine Algerian latent virus"
"VIRL_2275","Grapevine chrome mosaic virus RNA 1"
"VIRL_2276","Grapevine chrome mosaic virus RNA 2"
"VIRL_2277","Grapevine fanleaf virus RNA 1"
"VIRL_3232","Grapevine fanleaf virus RNA 2"
"VIRL_2318","Grapevine fanleaf virus satellite RNA"
"VIRL_2315","Grapevine fleck virus"
"VIRL_2730","Grapevine leafroll-associated virus 10"
"VIRL_1041","Grapevine leafroll-associated virus 2"
"VIRL_3031","Grapevine leafroll-associated virus 3"
"VIRL_2116","Grapevine rootstock stem lesion associated virus"
"VIRL_2671","Grapevine Syrah Virus-1"
"VIRL_3240","Grapevine virus A"
"VIRL_3241","Grapevine virus B"
"VIRL_3534","Grapevine virus E"
"VIRL_1109","Gremmeniella abietina mitochondrial RNA virus S2"
"VIRL_3632","Gremmeniella abietina RNA virus L1"
"VIRL_1120","Gremmeniella abietina RNA virus L2"
"VIRL_1490","Gremmeniella abietina RNA virus MS1 RNA 1"
"VIRL_1489","Gremmeniella abietina RNA virus MS1 RNA 2"
"VIRL_1488","Gremmeniella abietina RNA virus MS1 RNA 3"
"VIRL_1452","Gremmeniella abietina RNA virus MS2 RNA 1"
"VIRL_1451","Gremmeniella abietina RNA virus MS2 RNA 2"
"VIRL_1450","Gremmeniella abietina RNA virus MS2 RNA 3"
"VIRL_969","Gremmeniella abietina type B RNA virus XL1"
"VIRL_1285","Ground squirrel hepatitis virus"
"VIRL_2278","Groundnut bud necrosis virus segment L"
"VIRL_3233","Groundnut bud necrosis virus segment M"
"VIRL_3234","Groundnut bud necrosis virus segment S"
"VIRL_2280","Groundnut rosette virus"
"VIRL_3347","Groundnut rosette virus satellite RNA"
"VIRL_3670","Gryllus bimaculatus nudivirus"
"VIRL_1136","Guanarito virus segment L"
"VIRL_1182","Guanarito virus segment S"
"VIRL_1899","Gull circovirus"
"VIRL_2478","Haemophilus phage HP1"
"VIRL_2438","Haemophilus phage HP2"
"VIRL_924","Haloarcula hispanica pleomorphic virus 1"
"VIRL_2019","Haloarcula phage SH1"
"VIRL_2523","Halomonas phage phiHAP-1"
"VIRL_1314","Halorubrum phage HF2"
"VIRL_2641","Halorubrum pleomorphic virus 1"
"VIRL_2104","Halovirus HF1"
"VIRL_708","Hamster polyomavirus"
"VIRL_1177","Hantaan virus"
"VIRL_209","Hantaan virus"
"VIRL_2991","Hantaan virus segment L"
"VIRL_263","Hantavirus Z10 chromosome L"
"VIRL_264","Hantavirus Z10 chromosome S segment"
"VIRL_1171","Hantavirus Z10 segment M"
"VIRL_101","Helicobasidium mompa endornavirus 1"
"VIRL_2101","Helicobasidium mompa No.17 dsRNA virus segment L"
"VIRL_2100","Helicobasidium mompa No.17 dsRNA virus segment S"
"VIRL_1662","Helicoverpa armigera granulovirus"
"VIRL_3506","Helicoverpa armigera multiple nucleopolyhedrovirus"
"VIRL_1146","Helicoverpa armigera NPV"
"VIRL_795","Helicoverpa armigera NPV NNg1"
"VIRL_991","Helicoverpa armigera nucleopolyhedrovirus G4"
"VIRL_2360","Helicoverpa armigera stunt virus RNA 1"
"VIRL_2359","Helicoverpa armigera stunt virus RNA 2"
"VIRL_1508","Helicoverpa zea SNPV"
"VIRL_1634","Heliothis armigera cypovirus 5 segment 1"
"VIRL_2774","Heliothis armigera cypovirus 5 segment 10"
"VIRL_1635","Heliothis armigera cypovirus 5 segment 2"
"VIRL_1636","Heliothis armigera cypovirus 5 segment 3"
"VIRL_1637","Heliothis armigera cypovirus 5 segment 4"
"VIRL_1638","Heliothis armigera cypovirus 5 segment 5"
"VIRL_1639","Heliothis armigera cypovirus 5 segment 6"
"VIRL_1642","Heliothis armigera cypovirus 5 segment 7"
"VIRL_1640","Heliothis armigera cypovirus 5 segment 8"
"VIRL_1641","Heliothis armigera cypovirus 5 segment 9"
"VIRL_3587","Heliothis virescens ascovirus 3e"
"VIRL_1287","Heliothis zea virus 1"
"VIRL_2683","Helleborus net necrosis virus"
"VIRL_454","Helminthosporium victoriae 145S virus"
"VIRL_453","Helminthosporium victoriae 145S virus"
"VIRL_455","Helminthosporium victoriae 145S virus"
"VIRL_452","Helminthosporium victoriae 145S virus"
"VIRL_215","Helminthosporium victoriae virus 190S"
"VIRL_1259","Hendra virus"
"VIRL_3463","Hepatitis A virus"
"VIRL_2427","Hepatitis B virus"
